country,year,sex,age,suicides_no,population,suicides/100k_pop,country-year,HDI_for_year,gdp_for_year,gdp_per_capita,generation
32,1987,0,2,192,2276200,8.44,Argentina1987,0.78,111.106,4026,2
32,1987,0,1,179,2460600,7.27,Argentina1987,0.78,111.106,4026,3
32,1987,1,3,209,3418300,6.11,Argentina1987,0.78,111.106,4026,1
32,1987,1,2,89,2226200,4.0,Argentina1987,0.78,111.106,4026,2
32,1987,1,1,93,2398400,3.88,Argentina1987,0.78,111.106,4026,3
32,1987,0,0,15,3101300,0.48,Argentina1987,0.78,111.106,4026,3
32,1987,1,0,14,3010700,0.47,Argentina1987,0.78,111.106,4026,3
32,1988,0,5,216,392000,55.1,Argentina1988,0.78,126.207,4458,0
32,1988,0,4,550,2079000,26.46,Argentina1988,0.78,126.207,4458,0
32,1988,0,3,477,3503000,13.62,Argentina1988,0.78,126.207,4458,1
32,1988,1,5,61,602000,10.13,Argentina1988,0.78,126.207,4458,0
32,1988,1,4,233,2412000,9.66,Argentina1988,0.78,126.207,4458,0
32,1988,0,2,215,2276000,9.45,Argentina1988,0.78,126.207,4458,2
32,1988,0,1,211,2524000,8.36,Argentina1988,0.78,126.207,4458,3
32,1988,1,3,198,3508000,5.64,Argentina1988,0.78,126.207,4458,1
32,1988,1,1,101,2459000,4.11,Argentina1988,0.78,126.207,4458,3
32,1988,1,2,61,2228000,2.74,Argentina1988,0.78,126.207,4458,2
32,1988,0,0,20,3210000,0.62,Argentina1988,0.78,126.207,4458,3
32,1988,1,0,11,3115000,0.35,Argentina1988,0.78,126.207,4458,3
32,1989,0,5,208,400000,52.0,Argentina1989,0.78,76.637,2670,0
32,1989,0,4,548,2105000,26.03,Argentina1989,0.78,76.637,2670,0
32,1989,0,3,462,3561000,12.97,Argentina1989,0.78,76.637,2670,1
32,1989,1,5,65,622000,10.45,Argentina1989,0.78,76.637,2670,0
32,1989,0,2,219,2287000,9.58,Argentina1989,0.78,76.637,2670,2
32,1989,1,4,201,2446000,8.22,Argentina1989,0.78,76.637,2670,0
32,1989,0,1,186,2575000,7.22,Argentina1989,0.78,76.637,2670,3
32,1989,1,3,166,3563000,4.66,Argentina1989,0.78,76.637,2670,1
32,1989,1,2,83,2240000,3.71,Argentina1989,0.78,76.637,2670,2
32,1989,1,1,80,2509000,3.19,Argentina1989,0.78,76.637,2670,3
32,1989,0,0,18,3245000,0.55,Argentina1989,0.78,76.637,2670,3
32,1989,1,0,11,3149000,0.35,Argentina1989,0.78,76.637,2670,3
32,1990,0,5,226,411100,54.97,Argentina1990,0.705,141.352,4859,0
32,1990,0,4,502,2128000,23.59,Argentina1990,0.705,141.352,4859,0
32,1990,0,3,439,3619000,12.13,Argentina1990,0.705,141.352,4859,1
32,1990,1,5,61,643000,9.49,Argentina1990,0.705,141.352,4859,0
32,1990,0,2,182,2297000,7.92,Argentina1990,0.705,141.352,4859,2
32,1990,1,4,190,2477000,7.67,Argentina1990,0.705,141.352,4859,0
32,1990,0,1,174,2635000,6.6,Argentina1990,0.705,141.352,4859,3
32,1990,1,3,163,3622000,4.5,Argentina1990,0.705,141.352,4859,1
32,1990,1,1,91,2568000,3.54,Argentina1990,0.705,141.352,4859,3
32,1990,1,2,76,2251000,3.38,Argentina1990,0.705,141.352,4859,2
32,1990,0,0,22,3269000,0.67,Argentina1990,0.705,141.352,4859,3
32,1990,1,0,14,3171000,0.44,Argentina1990,0.705,141.352,4859,3
32,1991,0,5,184,396000,46.46,Argentina1991,0.78,189.72,6404,0
32,1991,0,4,449,2130000,21.08,Argentina1991,0.78,189.72,6404,1
32,1991,0,3,398,3580000,11.12,Argentina1991,0.78,189.72,6404,2
32,1991,0,2,214,2277000,9.4,Argentina1991,0.78,189.72,6404,2
32,1991,1,5,50,658000,7.6,Argentina1991,0.78,189.72,6404,0
32,1991,1,4,169,2508000,6.74,Argentina1991,0.78,189.72,6404,1
32,1991,0,1,179,2738000,6.54,Argentina1991,0.78,189.72,6404,3
32,1991,1,3,133,3691000,3.6,Argentina1991,0.78,189.72,6404,2
32,1991,1,2,77,2310000,3.33,Argentina1991,0.78,189.72,6404,2
32,1991,1,1,61,2689000,2.27,Argentina1991,0.78,189.72,6404,3
32,1991,0,0,28,3369000,0.83,Argentina1991,0.78,189.72,6404,4
32,1991,1,0,9,3277000,0.27,Argentina1991,0.78,189.72,6404,4
32,1992,0,5,194,404900,47.91,Argentina1992,0.78,228.789,7615,0
32,1992,0,4,500,2150500,23.25,Argentina1992,0.78,228.789,7615,1
32,1992,0,3,488,3616600,13.49,Argentina1992,0.78,228.789,7615,2
32,1992,0,2,227,2306200,9.84,Argentina1992,0.78,228.789,7615,2
32,1992,0,1,249,2834100,8.79,Argentina1992,0.78,228.789,7615,3
32,1992,1,5,46,678000,6.78,Argentina1992,0.78,228.789,7615,0
32,1992,1,4,147,2538400,5.79,Argentina1992,0.78,228.789,7615,1
32,1992,1,3,140,3755500,3.73,Argentina1992,0.78,228.789,7615,2
32,1992,1,2,79,2329100,3.39,Argentina1992,0.78,228.789,7615,2
32,1992,1,1,79,2783500,2.84,Argentina1992,0.78,228.789,7615,3
32,1992,0,0,22,3371800,0.65,Argentina1992,0.78,228.789,7615,4
32,1992,1,0,13,3276800,0.4,Argentina1992,0.78,228.789,7615,4
32,1993,0,5,229,413600,55.37,Argentina1993,0.78,236.742,7768,0
32,1993,0,4,520,2171500,23.95,Argentina1993,0.78,236.742,7768,1
32,1993,0,3,495,3672300,13.48,Argentina1993,0.78,236.742,7768,2
32,1993,0,2,233,2336300,9.97,Argentina1993,0.78,236.742,7768,2
32,1993,1,5,58,698400,8.3,Argentina1993,0.78,236.742,7768,0
32,1993,0,1,235,2932300,8.01,Argentina1993,0.78,236.742,7768,3
32,1993,1,4,126,2568300,4.91,Argentina1993,0.78,236.742,7768,1
32,1993,1,3,144,3820400,3.77,Argentina1993,0.78,236.742,7768,2
32,1993,1,2,76,2347800,3.24,Argentina1993,0.78,236.742,7768,2
32,1993,1,1,73,2879300,2.54,Argentina1993,0.78,236.742,7768,3
32,1993,0,0,25,3367500,0.74,Argentina1993,0.78,236.742,7768,4
32,1993,1,0,16,3269800,0.49,Argentina1993,0.78,236.742,7768,4
32,1994,0,5,192,423100,45.38,Argentina1994,0.78,257.44,8328,0
32,1994,0,4,509,2192500,23.22,Argentina1994,0.78,257.44,8328,1
32,1994,0,3,527,3729600,14.13,Argentina1994,0.78,257.44,8328,2
32,1994,0,2,226,2369000,9.54,Argentina1994,0.78,257.44,8328,2
32,1994,0,1,250,3027200,8.26,Argentina1994,0.78,257.44,8328,3
32,1994,1,4,135,2597400,5.2,Argentina1994,0.78,257.44,8328,1
32,1994,1,5,34,719700,4.72,Argentina1994,0.78,257.44,8328,0
32,1994,1,3,160,3885600,4.12,Argentina1994,0.78,257.44,8328,2
32,1994,1,1,98,2971300,3.3,Argentina1994,0.78,257.44,8328,3
32,1994,1,2,72,2369900,3.04,Argentina1994,0.78,257.44,8328,2
32,1994,0,0,27,3363000,0.8,Argentina1994,0.78,257.44,8328,4
32,1994,1,0,11,3262900,0.34,Argentina1994,0.78,257.44,8328,4
32,1995,0,5,190,433800,43.8,Argentina1995,0.731,258.032,8232,0
32,1995,0,4,515,2214000,23.26,Argentina1995,0.731,258.032,8232,1
32,1995,0,3,485,3787800,12.8,Argentina1995,0.731,258.032,8232,2
32,1995,0,2,218,2404900,9.06,Argentina1995,0.731,258.032,8232,3
32,1995,0,1,277,3112100,8.9,Argentina1995,0.731,258.032,8232,3
32,1995,1,5,49,742200,6.6,Argentina1995,0.731,258.032,8232,0
32,1995,1,4,134,2625900,5.1,Argentina1995,0.731,258.032,8232,1
32,1995,1,3,139,3950100,3.52,Argentina1995,0.731,258.032,8232,2
32,1995,1,1,101,3053300,3.31,Argentina1995,0.731,258.032,8232,3
32,1995,1,2,62,2396900,2.59,Argentina1995,0.731,258.032,8232,3
32,1995,1,0,19,3261100,0.58,Argentina1995,0.731,258.032,8232,4
32,1995,0,0,15,3363300,0.45,Argentina1995,0.731,258.032,8232,4
32,1996,0,5,189,445800,42.4,Argentina1996,0.78,272.15,8563,0
32,1996,0,4,464,2235900,20.75,Argentina1996,0.78,272.15,8563,1
32,1996,0,3,524,3847300,13.62,Argentina1996,0.78,272.15,8563,2
32,1996,0,2,226,2442900,9.25,Argentina1996,0.78,272.15,8563,3
32,1996,0,1,280,3185600,8.79,Argentina1996,0.78,272.15,8563,3
32,1996,1,5,59,766100,7.7,Argentina1996,0.78,272.15,8563,0
32,1996,1,4,131,2653800,4.94,Argentina1996,0.78,272.15,8563,1
32,1996,1,3,176,4014100,4.38,Argentina1996,0.78,272.15,8563,2
32,1996,1,1,105,3123600,3.36,Argentina1996,0.78,272.15,8563,3
32,1996,1,2,52,2428400,2.14,Argentina1996,0.78,272.15,8563,3
32,1996,0,0,14,3370400,0.42,Argentina1996,0.78,272.15,8563,4
32,1996,1,0,9,3266800,0.28,Argentina1996,0.78,272.15,8563,4
32,1997,0,5,195,490152,39.78,Argentina1997,0.78,292.859,9057,0
32,1997,0,4,457,2252148,20.29,Argentina1997,0.78,292.859,9057,1
32,1997,0,3,501,3934581,12.73,Argentina1997,0.78,292.859,9057,2
32,1997,0,2,213,2460112,8.66,Argentina1997,0.78,292.859,9057,3
32,1997,0,1,260,3198193,8.13,Argentina1997,0.78,292.859,9057,3
32,1997,1,5,47,854095,5.5,Argentina1997,0.78,292.859,9057,0
32,1997,1,4,131,2668528,4.91,Argentina1997,0.78,292.859,9057,1
32,1997,1,3,165,4083427,4.04,Argentina1997,0.78,292.859,9057,2
32,1997,1,1,113,3161000,3.57,Argentina1997,0.78,292.859,9057,3
32,1997,1,2,72,2474330,2.91,Argentina1997,0.78,292.859,9057,3
32,1997,0,0,19,3429860,0.55,Argentina1997,0.78,292.859,9057,4
32,1997,1,0,11,3327355,0.33,Argentina1997,0.78,292.859,9057,4
32,1998,0,5,201,504164,39.87,Argentina1998,0.78,298.948,9126,0
32,1998,0,4,518,2274972,22.77,Argentina1998,0.78,298.948,9126,1
32,1998,0,3,508,3990829,12.73,Argentina1998,0.78,298.948,9126,2
32,1998,0,1,327,3243944,10.08,Argentina1998,0.78,298.948,9126,3
32,1998,0,2,251,2497189,10.05,Argentina1998,0.78,298.948,9126,3
32,1998,1,5,53,883724,6.0,Argentina1998,0.78,298.948,9126,0
32,1998,1,4,140,2696429,5.19,Argentina1998,0.78,298.948,9126,1
32,1998,1,1,114,3200362,3.56,Argentina1998,0.78,298.948,9126,3
32,1998,1,3,147,4143203,3.55,Argentina1998,0.78,298.948,9126,2
32,1998,1,2,52,2512005,2.07,Argentina1998,0.78,298.948,9126,3
32,1998,1,0,20,3353473,0.6,Argentina1998,0.78,298.948,9126,4
32,1998,0,0,16,3456965,0.46,Argentina1998,0.78,298.948,9126,4
32,1999,0,5,204,515800,39.55,Argentina1999,0.78,283.523,8546,0
32,1999,0,4,540,2301840,23.46,Argentina1999,0.78,283.523,8546,1
32,1999,0,3,545,4045105,13.47,Argentina1999,0.78,283.523,8546,2
32,1999,0,1,355,3279728,10.82,Argentina1999,0.78,283.523,8546,3
32,1999,0,2,265,2543861,10.42,Argentina1999,0.78,283.523,8546,3
32,1999,1,4,137,2727054,5.02,Argentina1999,0.78,283.523,8546,1
32,1999,1,5,44,912898,4.82,Argentina1999,0.78,283.523,8546,0
32,1999,1,3,141,4200203,3.36,Argentina1999,0.78,283.523,8546,2
32,1999,1,1,101,3229424,3.13,Argentina1999,0.78,283.523,8546,3
32,1999,1,2,50,2559176,1.95,Argentina1999,0.78,283.523,8546,3
32,1999,0,0,21,3482230,0.6,Argentina1999,0.78,283.523,8546,4
32,1999,1,0,20,3377543,0.59,Argentina1999,0.78,283.523,8546,4
32,2000,0,5,232,525161,44.18,Argentina2000,0.762,284.204,8462,0
32,2000,0,4,602,2333377,25.8,Argentina2000,0.762,284.204,8462,1
32,2000,0,3,578,4096814,14.11,Argentina2000,0.762,284.204,8462,2
32,2000,0,1,463,3306109,14.0,Argentina2000,0.762,284.204,8462,3
32,2000,0,2,331,2602314,12.72,Argentina2000,0.762,284.204,8462,3
32,2000,1,4,133,2760512,4.82,Argentina2000,0.762,284.204,8462,1
32,2000,1,5,43,941957,4.56,Argentina2000,0.762,284.204,8462,0
32,2000,1,3,174,4253771,4.09,Argentina2000,0.762,284.204,8462,2
32,2000,1,1,116,3249247,3.57,Argentina2000,0.762,284.204,8462,3
32,2000,1,2,63,2617723,2.41,Argentina2000,0.762,284.204,8462,3
32,2000,1,0,21,3396135,0.62,Argentina2000,0.762,284.204,8462,4
32,2000,0,0,18,3502413,0.51,Argentina2000,0.762,284.204,8462,4
32,2001,0,5,250,547473,45.66,Argentina2001,0.78,268.697,7900,1
32,2001,0,4,659,2358654,27.94,Argentina2001,0.78,268.697,7900,1
32,2001,0,1,518,3325440,15.58,Argentina2001,0.78,268.697,7900,4
32,2001,0,3,625,4145861,15.08,Argentina2001,0.78,268.697,7900,2
32,2001,0,2,375,2675285,14.02,Argentina2001,0.78,268.697,7900,3
32,2001,1,5,57,978346,5.83,Argentina2001,0.78,268.697,7900,1
32,2001,1,1,166,3262682,5.09,Argentina2001,0.78,268.697,7900,4
32,2001,1,4,137,2788628,4.91,Argentina2001,0.78,268.697,7900,1
32,2001,1,3,210,4306817,4.88,Argentina2001,0.78,268.697,7900,2
32,2001,1,2,82,2690206,3.05,Argentina2001,0.78,268.697,7900,3
32,2001,0,0,29,3519935,0.82,Argentina2001,0.78,268.697,7900,4
32,2001,1,0,24,3411619,0.7,Argentina2001,0.78,268.697,7900,4
32,2002,0,5,234,566447,41.31,Argentina2002,0.78,97.724,2840,1
32,2002,0,4,615,2387478,25.76,Argentina2002,0.78,97.724,2840,1
32,2002,0,1,542,3331708,16.27,Argentina2002,0.78,97.724,2840,4
32,2002,0,2,412,2758283,14.94,Argentina2002,0.78,97.724,2840,3
32,2002,0,3,619,4191889,14.77,Argentina2002,0.78,97.724,2840,2
32,2002,1,4,179,2819507,6.35,Argentina2002,0.78,97.724,2840,1
32,2002,1,5,58,1012399,5.73,Argentina2002,0.78,97.724,2840,1
32,2002,1,1,158,3263542,4.84,Argentina2002,0.78,97.724,2840,4
32,2002,1,3,194,4355651,4.45,Argentina2002,0.78,97.724,2840,2
32,2002,1,2,91,2772560,3.28,Argentina2002,0.78,97.724,2840,3
32,2002,0,0,37,3529201,1.05,Argentina2002,0.78,97.724,2840,4
32,2002,1,0,23,3418842,0.67,Argentina2002,0.78,97.724,2840,4
32,2003,0,5,272,581842,46.75,Argentina2003,0.78,127.587,3668,1
32,2003,0,4,577,2420864,23.83,Argentina2003,0.78,127.587,3668,1
32,2003,0,1,638,3331226,19.15,Argentina2003,0.78,127.587,3668,4
32,2003,0,2,456,2845955,16.02,Argentina2003,0.78,127.587,3668,3
32,2003,0,3,625,4237124,14.75,Argentina2003,0.78,127.587,3668,2
32,2003,1,5,68,1044188,6.51,Argentina2003,0.78,127.587,3668,1
32,2003,1,1,179,3258029,5.49,Argentina2003,0.78,127.587,3668,4
32,2003,1,4,147,2854473,5.15,Argentina2003,0.78,127.587,3668,1
32,2003,1,3,196,4402438,4.45,Argentina2003,0.78,127.587,3668,2
32,2003,1,2,69,2859003,2.41,Argentina2003,0.78,127.587,3668,3
32,2003,0,0,37,3531507,1.05,Argentina2003,0.78,127.587,3668,4
32,2003,1,0,25,3419258,0.73,Argentina2003,0.78,127.587,3668,4
32,2004,0,5,227,593409,38.25,Argentina2004,0.78,164.658,4683,1
32,2004,0,4,500,2459960,20.33,Argentina2004,0.78,164.658,4683,1
32,2004,0,1,653,3333328,19.59,Argentina2004,0.78,164.658,4683,4
32,2004,0,2,445,2930079,15.19,Argentina2004,0.78,164.658,4683,3
32,2004,0,3,599,4284709,13.98,Argentina2004,0.78,164.658,4683,2
32,2004,1,1,159,3255244,4.88,Argentina2004,0.78,164.658,4683,4
32,2004,1,4,136,2895423,4.7,Argentina2004,0.78,164.658,4683,1
32,2004,1,5,50,1073648,4.66,Argentina2004,0.78,164.658,4683,1
32,2004,1,3,185,4450210,4.16,Argentina2004,0.78,164.658,4683,2
32,2004,1,2,99,2940630,3.37,Argentina2004,0.78,164.658,4683,3
32,2004,0,0,43,3530061,1.22,Argentina2004,0.78,164.658,4683,4
32,2004,1,0,25,3416244,0.73,Argentina2004,0.78,164.658,4683,4
32,2005,0,5,225,601176,37.43,Argentina2005,0.775,198.737,5590,1
32,2005,0,4,489,2505136,19.52,Argentina2005,0.775,198.737,5590,1
32,2005,0,1,638,3343414,19.08,Argentina2005,0.775,198.737,5590,4
32,2005,0,2,451,3004991,15.01,Argentina2005,0.775,198.737,5590,3
32,2005,0,3,539,4336453,12.43,Argentina2005,0.775,198.737,5590,2
32,2005,1,4,161,2943135,5.47,Argentina2005,0.775,198.737,5590,1
32,2005,1,5,59,1101024,5.36,Argentina2005,0.775,198.737,5590,1
32,2005,1,1,148,3260468,4.54,Argentina2005,0.775,198.737,5590,4
32,2005,1,3,171,4500787,3.8,Argentina2005,0.775,198.737,5590,2
32,2005,1,2,104,3011376,3.45,Argentina2005,0.775,198.737,5590,3
32,2005,0,0,52,3528848,1.47,Argentina2005,0.775,198.737,5590,4
32,2005,1,0,21,3413809,0.62,Argentina2005,0.775,198.737,5590,4
32,2006,0,5,246,620010,39.68,Argentina2006,0.78,232.557,6475,1
32,2006,0,1,656,3357424,19.54,Argentina2006,0.78,232.557,6475,4
32,2006,0,4,487,2540712,19.17,Argentina2006,0.78,232.557,6475,1
32,2006,0,2,483,3068991,15.74,Argentina2006,0.78,232.557,6475,3
32,2006,0,3,585,4383730,13.34,Argentina2006,0.78,232.557,6475,2
32,2006,1,1,175,3271703,5.35,Argentina2006,0.78,232.557,6475,4
32,2006,1,4,115,2983954,3.85,Argentina2006,0.78,232.557,6475,1
32,2006,1,3,160,4549471,3.52,Argentina2006,0.78,232.557,6475,2
32,2006,1,2,105,3070419,3.42,Argentina2006,0.78,232.557,6475,3
32,2006,1,5,31,1132977,2.74,Argentina2006,0.78,232.557,6475,1
32,2006,0,0,39,3527369,1.11,Argentina2006,0.78,232.557,6475,4
32,2006,1,0,26,3412126,0.76,Argentina2006,0.78,232.557,6475,4
32,2007,0,5,225,634995,35.43,Argentina2007,0.78,287.531,7918,1
32,2007,0,1,577,3381171,17.07,Argentina2007,0.78,287.531,7918,4
32,2007,0,4,438,2582754,16.96,Argentina2007,0.78,287.531,7918,1
32,2007,0,2,490,3125322,15.68,Argentina2007,0.78,287.531,7918,3
32,2007,0,3,571,4436541,12.87,Argentina2007,0.78,287.531,7918,2
32,2007,1,1,146,3292790,4.43,Argentina2007,0.78,287.531,7918,4
32,2007,1,2,126,3120162,4.04,Argentina2007,0.78,287.531,7918,3
32,2007,1,4,108,3033008,3.56,Argentina2007,0.78,287.531,7918,1
32,2007,1,3,155,4601874,3.37,Argentina2007,0.78,287.531,7918,2
32,2007,1,5,31,1161794,2.67,Argentina2007,0.78,287.531,7918,1
32,2007,0,0,45,3530454,1.27,Argentina2007,0.78,287.531,7918,5
32,2007,1,0,34,3414627,1.0,Argentina2007,0.78,287.531,7918,5
32,2008,0,5,208,646185,32.19,Argentina2008,0.78,361.558,9843,1
32,2008,0,1,625,3410092,18.33,Argentina2008,0.78,361.558,9843,4
32,2008,0,4,463,2630686,17.6,Argentina2008,0.78,361.558,9843,1
32,2008,0,2,531,3172743,16.74,Argentina2008,0.78,361.558,9843,3
32,2008,0,3,582,4496672,12.94,Argentina2008,0.78,361.558,9843,2
32,2008,1,1,180,3319037,5.42,Argentina2008,0.78,361.558,9843,4
32,2008,1,3,173,4660022,3.71,Argentina2008,0.78,361.558,9843,2
32,2008,1,4,108,3088727,3.5,Argentina2008,0.78,361.558,9843,1
32,2008,1,5,36,1188016,3.03,Argentina2008,0.78,361.558,9843,1
32,2008,1,2,94,3159967,2.97,Argentina2008,0.78,361.558,9843,3
32,2008,0,0,39,3539110,1.1,Argentina2008,0.78,361.558,9843,5
32,2008,1,0,20,3422263,0.58,Argentina2008,0.78,361.558,9843,5
32,2009,0,5,177,653486,27.09,Argentina2009,0.78,332.976,8961,1
32,2009,0,1,609,3436265,17.72,Argentina2009,0.78,332.976,8961,4
32,2009,0,4,434,2683502,16.17,Argentina2009,0.78,332.976,8961,1
32,2009,0,2,504,3210244,15.7,Argentina2009,0.78,332.976,8961,3
32,2009,0,3,542,4566645,11.87,Argentina2009,0.78,332.976,8961,2
32,2009,1,1,164,3342385,4.91,Argentina2009,0.78,332.976,8961,4
32,2009,1,4,112,3148915,3.56,Argentina2009,0.78,332.976,8961,1
32,2009,1,2,105,3189773,3.29,Argentina2009,0.78,332.976,8961,3
32,2009,1,3,150,4726814,3.17,Argentina2009,0.78,332.976,8961,2
32,2009,1,5,25,1211934,2.06,Argentina2009,0.78,332.976,8961,1
32,2009,0,0,34,3553154,0.96,Argentina2009,0.78,332.976,8961,5
32,2009,1,0,28,3434884,0.82,Argentina2009,0.78,332.976,8961,5
32,2010,0,5,206,657096,31.35,Argentina2010,0.811,423.627,11273,1
32,2010,0,1,683,3455127,19.77,Argentina2010,0.811,423.627,11273,4
32,2010,0,2,485,3237957,14.98,Argentina2010,0.811,423.627,11273,3
32,2010,0,4,397,2740656,14.49,Argentina2010,0.811,423.627,11273,1
32,2010,0,3,573,4648068,12.33,Argentina2010,0.811,423.627,11273,3
32,2010,1,1,150,3358103,4.47,Argentina2010,0.811,423.627,11273,4
32,2010,1,3,162,4804030,3.37,Argentina2010,0.811,423.627,11273,3
32,2010,1,2,101,3210247,3.15,Argentina2010,0.811,423.627,11273,3
32,2010,1,4,99,3212253,3.08,Argentina2010,0.811,423.627,11273,1
32,2010,1,5,34,1234182,2.75,Argentina2010,0.811,423.627,11273,1
32,2010,0,0,33,3570316,0.92,Argentina2010,0.811,423.627,11273,5
32,2010,1,0,20,3450419,0.58,Argentina2010,0.811,423.627,11273,5
32,2011,0,5,178,674738,26.38,Argentina2011,0.818,530.163,13946,1
32,2011,0,1,693,3471151,19.96,Argentina2011,0.818,530.163,13946,4
32,2011,0,2,510,3258804,15.65,Argentina2011,0.818,530.163,13946,4
32,2011,0,4,416,2788575,14.92,Argentina2011,0.818,530.163,13946,2
32,2011,0,3,504,4738525,10.64,Argentina2011,0.818,530.163,13946,3
32,2011,1,1,172,3372659,5.1,Argentina2011,0.818,530.163,13946,4
32,2011,1,3,157,4893085,3.21,Argentina2011,0.818,530.163,13946,3
32,2011,1,2,102,3224774,3.16,Argentina2011,0.818,530.163,13946,4
32,2011,1,4,93,3268753,2.85,Argentina2011,0.818,530.163,13946,2
32,2011,1,5,30,1260121,2.38,Argentina2011,0.818,530.163,13946,1
32,2011,1,0,29,3472180,0.84,Argentina2011,0.818,530.163,13946,5
32,2011,0,0,28,3592374,0.78,Argentina2011,0.818,530.163,13946,5
32,2012,0,5,225,688560,32.68,Argentina2012,0.831,545.982,14203,1
32,2012,0,1,745,3480902,21.4,Argentina2012,0.831,545.982,14203,4
32,2012,0,2,616,3268154,18.85,Argentina2012,0.831,545.982,14203,4
32,2012,0,4,451,2839783,15.88,Argentina2012,0.831,545.982,14203,2
32,2012,0,3,554,4841057,11.44,Argentina2012,0.831,545.982,14203,3
32,2012,1,1,204,3380770,6.03,Argentina2012,0.831,545.982,14203,4
32,2012,1,3,164,4993138,3.28,Argentina2012,0.831,545.982,14203,3
32,2012,1,4,108,3328463,3.24,Argentina2012,0.831,545.982,14203,2
32,2012,1,2,102,3228400,3.16,Argentina2012,0.831,545.982,14203,4
32,2012,1,5,33,1282726,2.57,Argentina2012,0.831,545.982,14203,1
32,2012,0,0,29,3615254,0.8,Argentina2012,0.831,545.982,14203,5
32,2012,1,0,17,3494571,0.49,Argentina2012,0.831,545.982,14203,5
32,2013,0,5,168,699046,24.03,Argentina2013,0.833,552.025,14206,1
32,2013,0,1,696,3486661,19.96,Argentina2013,0.833,552.025,14206,4
32,2013,0,2,499,3271373,15.25,Argentina2013,0.833,552.025,14206,4
32,2013,0,4,398,2894129,13.75,Argentina2013,0.833,552.025,14206,2
32,2013,0,3,604,4950850,12.2,Argentina2013,0.833,552.025,14206,3
32,2013,1,1,167,3384642,4.93,Argentina2013,0.833,552.025,14206,4
32,2013,1,2,102,3226464,3.16,Argentina2013,0.833,552.025,14206,4
32,2013,1,3,157,5099167,3.08,Argentina2013,0.833,552.025,14206,3
32,2013,1,4,102,3390673,3.01,Argentina2013,0.833,552.025,14206,2
32,2013,1,5,29,1303352,2.23,Argentina2013,0.833,552.025,14206,1
32,2013,1,0,32,3515742,0.91,Argentina2013,0.833,552.025,14206,5
32,2013,0,0,33,3637026,0.91,Argentina2013,0.833,552.025,14206,5
32,2014,0,5,192,706897,27.16,Argentina2014,0.836,526.32,13400,1
32,2014,0,1,738,3492454,21.13,Argentina2014,0.836,526.32,13400,4
32,2014,0,2,531,3276955,16.2,Argentina2014,0.836,526.32,13400,4
32,2014,0,4,405,2951616,13.72,Argentina2014,0.836,526.32,13400,2
32,2014,0,3,644,5060862,12.73,Argentina2014,0.836,526.32,13400,3
32,2014,1,1,204,3388324,6.02,Argentina2014,0.836,526.32,13400,4
32,2014,1,3,196,5203634,3.77,Argentina2014,0.836,526.32,13400,3
32,2014,1,2,118,3227239,3.66,Argentina2014,0.836,526.32,13400,4
32,2014,1,4,109,3454994,3.15,Argentina2014,0.836,526.32,13400,2
