country,year,sex,age,suicides_no,population,suicides/100k_pop,country-year,HDI_for_year,gdp_for_year,gdp_per_capita,generation
8,2004,0,2,16.0,203938,7.85,Albania2004,0.673,7.315,2544,3
8,2004,1,1,20.0,292268,6.84,Albania2004,0.673,7.315,2544,4
8,2004,0,1,19.0,286768,6.63,Albania2004,0.673,7.315,2544,4
8,2004,1,5,3.0,50970,5.89,Albania2004,0.673,7.315,2544,1
8,2004,1,2,11.0,222389,4.95,Albania2004,0.673,7.315,2544,3
8,2004,0,4,10.0,207202,4.83,Albania2004,0.673,7.315,2544,1
8,2004,1,3,17.0,391436,4.34,Albania2004,0.673,7.315,2544,2
8,2004,1,4,3.0,203841,1.47,Albania2004,0.673,7.315,2544,1
8,2004,1,0,3.0,286705,1.05,Albania2004,0.673,7.315,2544,4
8,2004,0,0,1.0,302181,0.33,Albania2004,0.673,7.315,2544,4
8,2005,1,1,7.462,281922,0.0,Albania2005,0.695,8.159,2931,4
8,2005,1,2,7.462,190745,0.0,Albania2005,0.695,8.159,2931,3
8,2005,1,3,7.462,386513,0.0,Albania2005,0.695,8.159,2931,2
8,2005,1,0,7.462,276559,0.0,Albania2005,0.695,8.159,2931,4
8,2005,1,4,7.462,210998,0.0,Albania2005,0.695,8.159,2931,1
8,2005,1,5,7.462,53191,0.0,Albania2005,0.695,8.159,2931,1
8,2005,0,1,7.462,281675,0.0,Albania2005,0.695,8.159,2931,4
8,2005,0,2,7.462,177519,0.0,Albania2005,0.695,8.159,2931,3
8,2005,0,3,7.462,380242,0.0,Albania2005,0.695,8.159,2931,2
8,2005,0,0,7.462,291367,0.0,Albania2005,0.695,8.159,2931,4
8,2005,0,4,7.462,214118,0.0,Albania2005,0.695,8.159,2931,1
8,2005,0,5,7.462,38471,0.0,Albania2005,0.695,8.159,2931,1
8,2006,1,1,7.462,283138,0.0,Albania2006,0.673,8.993,3235,4
8,2006,1,2,7.462,186391,0.0,Albania2006,0.673,8.993,3235,3
8,2006,1,3,7.462,388746,0.0,Albania2006,0.673,8.993,3235,2
8,2006,1,0,7.462,267316,0.0,Albania2006,0.673,8.993,3235,4
8,2006,1,4,7.462,215907,0.0,Albania2006,0.673,8.993,3235,1
8,2006,1,5,7.462,56011,0.0,Albania2006,0.673,8.993,3235,1
8,2006,0,1,7.462,286679,0.0,Albania2006,0.673,8.993,3235,4
8,2006,0,2,7.462,174092,0.0,Albania2006,0.673,8.993,3235,3
8,2006,0,3,7.462,379076,0.0,Albania2006,0.673,8.993,3235,2
8,2006,0,0,7.462,282678,0.0,Albania2006,0.673,8.993,3235,4
8,2006,0,4,7.462,219360,0.0,Albania2006,0.673,8.993,3235,1
8,2006,0,5,7.462,40782,0.0,Albania2006,0.673,8.993,3235,1
8,2007,0,5,8.0,42366,18.88,Albania2007,0.673,10.701,3863,1
8,2007,0,3,29.0,378626,7.66,Albania2007,0.673,10.701,3863,2
8,2007,0,4,14.0,224160,6.25,Albania2007,0.673,10.701,3863,1
8,2007,1,5,3.0,57404,5.23,Albania2007,0.673,10.701,3863,1
8,2007,0,2,9.0,172494,5.22,Albania2007,0.673,10.701,3863,3
8,2007,1,1,13.0,281080,4.63,Albania2007,0.673,10.701,3863,4
8,2007,0,1,13.0,288349,4.51,Albania2007,0.673,10.701,3863,4
8,2007,1,2,8.0,183629,4.36,Albania2007,0.673,10.701,3863,3
8,2007,1,4,9.0,221120,4.07,Albania2007,0.673,10.701,3863,1
8,2007,1,3,14.0,391811,3.57,Albania2007,0.673,10.701,3863,2
8,2007,0,0,4.0,272497,1.47,Albania2007,0.673,10.701,3863,5
8,2007,1,0,7.462,256808,0.0,Albania2007,0.673,10.701,3863,5
8,2008,0,2,21.0,172855,12.15,Albania2008,0.673,12.881,4672,3
8,2008,0,3,37.0,377119,9.81,Albania2008,0.673,12.881,4672,2
8,2008,0,4,21.0,228672,9.18,Albania2008,0.673,12.881,4672,1
8,2008,1,5,5.0,59369,8.42,Albania2008,0.673,12.881,4672,1
8,2008,1,1,20.0,276073,7.24,Albania2008,0.673,12.881,4672,4
8,2008,1,2,9.0,182663,4.93,Albania2008,0.673,12.881,4672,3
8,2008,1,3,19.0,393832,4.82,Albania2008,0.673,12.881,4672,2
8,2008,0,5,2.0,44574,4.49,Albania2008,0.673,12.881,4672,1
8,2008,0,1,11.0,286702,3.84,Albania2008,0.673,12.881,4672,4
8,2008,1,4,7.0,226448,3.09,Albania2008,0.673,12.881,4672,1
8,2008,0,0,7.0,262464,2.67,Albania2008,0.673,12.881,4672,5
8,2008,1,0,1.0,246288,0.41,Albania2008,0.673,12.881,4672,5
8,2009,1,1,7.462,270003,0.0,Albania2009,0.673,12.044,4387,4
8,2009,1,2,7.462,182712,0.0,Albania2009,0.673,12.044,4387,3
8,2009,1,3,7.462,394286,0.0,Albania2009,0.673,12.044,4387,2
8,2009,1,0,7.462,236174,0.0,Albania2009,0.673,12.044,4387,5
8,2009,1,4,7.462,233302,0.0,Albania2009,0.673,12.044,4387,1
8,2009,1,5,7.462,61582,0.0,Albania2009,0.673,12.044,4387,1
8,2009,0,1,7.462,283448,0.0,Albania2009,0.673,12.044,4387,4
8,2009,0,2,7.462,174955,0.0,Albania2009,0.673,12.044,4387,3
8,2009,0,3,7.462,374365,0.0,Albania2009,0.673,12.044,4387,2
8,2009,0,0,7.462,253007,0.0,Albania2009,0.673,12.044,4387,5
8,2009,0,4,7.462,234570,0.0,Albania2009,0.673,12.044,4387,1
8,2009,0,5,7.462,47331,0.0,Albania2009,0.673,12.044,4387,1
8,2010,0,4,20.0,241852,8.27,Albania2010,0.722,11.927,4359,1
8,2010,0,3,20.0,371611,5.38,Albania2010,0.722,11.927,4359,3
8,2010,0,2,9.0,179720,5.01,Albania2010,0.722,11.927,4359,3
8,2010,0,5,2.0,50767,3.94,Albania2010,0.722,11.927,4359,1
8,2010,0,1,10.0,279508,3.58,Albania2010,0.722,11.927,4359,4
8,2010,1,2,6.0,183579,3.27,Albania2010,0.722,11.927,4359,3
8,2010,1,5,2.0,64415,3.1,Albania2010,0.722,11.927,4359,1
8,2010,1,3,12.0,394593,3.04,Albania2010,0.722,11.927,4359,3
8,2010,1,4,7.0,241491,2.9,Albania2010,0.722,11.927,4359,1
8,2010,1,1,6.0,263581,2.28,Albania2010,0.722,11.927,4359,4
8,2010,1,0,2.0,223969,0.89,Albania2010,0.722,11.927,4359,5
8,2010,0,0,7.462,240939,0.0,Albania2010,0.722,11.927,4359,5
32,1985,0,5,202.0,363000,55.65,Argentina1985,0.694,88.417,3264,0
32,1985,0,4,485.0,1997000,24.29,Argentina1985,0.694,88.417,3264,0
32,1985,0,3,414.0,3346300,12.37,Argentina1985,0.694,88.417,3264,1
32,1985,1,4,210.0,2304000,9.11,Argentina1985,0.694,88.417,3264,0
32,1985,0,2,177.0,2234200,7.92,Argentina1985,0.694,88.417,3264,2
32,1985,1,5,41.0,537000,7.64,Argentina1985,0.694,88.417,3264,0
32,1985,0,1,156.0,2415200,6.46,Argentina1985,0.694,88.417,3264,3
32,1985,1,3,142.0,3355300,4.23,Argentina1985,0.694,88.417,3264,1
32,1985,1,2,65.0,2185200,2.97,Argentina1985,0.694,88.417,3264,2
32,1985,1,1,69.0,2354200,2.93,Argentina1985,0.694,88.417,3264,3
32,1985,0,0,16.0,3044200,0.53,Argentina1985,0.694,88.417,3264,3
32,1985,1,0,11.0,2955200,0.37,Argentina1985,0.694,88.417,3264,3
32,1986,0,5,230.0,365000,63.01,Argentina1986,0.78,110.934,4072,0
32,1986,0,4,530.0,2008300,26.39,Argentina1986,0.78,110.934,4072,0
32,1986,0,3,478.0,3365200,14.2,Argentina1986,0.78,110.934,4072,1
32,1986,0,2,209.0,2246900,9.3,Argentina1986,0.78,110.934,4072,2
32,1986,1,5,48.0,540200,8.89,Argentina1986,0.78,110.934,4072,0
32,1986,1,4,201.0,2317100,8.67,Argentina1986,0.78,110.934,4072,0
32,1986,0,1,186.0,2428900,7.66,Argentina1986,0.78,110.934,4072,3
32,1986,1,3,188.0,3374300,5.57,Argentina1986,0.78,110.934,4072,1
32,1986,1,2,96.0,2197600,4.37,Argentina1986,0.78,110.934,4072,2
32,1986,1,1,101.0,2367600,4.27,Argentina1986,0.78,110.934,4072,3
32,1986,0,0,10.0,3061400,0.33,Argentina1986,0.78,110.934,4072,3
32,1986,1,0,7.0,2971900,0.24,Argentina1986,0.78,110.934,4072,3
32,1987,0,5,200.0,369800,54.08,Argentina1987,0.78,111.106,4026,0
32,1987,0,4,532.0,2034500,26.15,Argentina1987,0.78,111.106,4026,0
32,1987,0,3,482.0,3409100,14.14,Argentina1987,0.78,111.106,4026,1
32,1987,1,5,57.0,547000,10.42,Argentina1987,0.78,111.106,4026,0
32,1987,1,4,224.0,2347300,9.54,Argentina1987,0.78,111.106,4026,0
32,1987,0,2,192.0,2276200,8.44,Argentina1987,0.78,111.106,4026,2
32,1987,0,1,179.0,2460600,7.27,Argentina1987,0.78,111.106,4026,3
32,1987,1,3,209.0,3418300,6.11,Argentina1987,0.78,111.106,4026,1
32,1987,1,2,89.0,2226200,4.0,Argentina1987,0.78,111.106,4026,2
32,1987,1,1,93.0,2398400,3.88,Argentina1987,0.78,111.106,4026,3
32,1987,0,0,15.0,3101300,0.48,Argentina1987,0.78,111.106,4026,3
32,1987,1,0,14.0,3010700,0.47,Argentina1987,0.78,111.106,4026,3
32,1988,0,5,216.0,392000,55.1,Argentina1988,0.78,126.207,4458,0
32,1988,0,4,550.0,2079000,26.46,Argentina1988,0.78,126.207,4458,0
32,1988,0,3,477.0,3503000,13.62,Argentina1988,0.78,126.207,4458,1
32,1988,1,5,61.0,602000,10.13,Argentina1988,0.78,126.207,4458,0
32,1988,1,4,233.0,2412000,9.66,Argentina1988,0.78,126.207,4458,0
32,1988,0,2,215.0,2276000,9.45,Argentina1988,0.78,126.207,4458,2
32,1988,0,1,211.0,2524000,8.36,Argentina1988,0.78,126.207,4458,3
32,1988,1,3,198.0,3508000,5.64,Argentina1988,0.78,126.207,4458,1
32,1988,1,1,101.0,2459000,4.11,Argentina1988,0.78,126.207,4458,3
32,1988,1,2,61.0,2228000,2.74,Argentina1988,0.78,126.207,4458,2
32,1988,0,0,20.0,3210000,0.62,Argentina1988,0.78,126.207,4458,3
32,1988,1,0,11.0,3115000,0.35,Argentina1988,0.78,126.207,4458,3
32,1989,0,5,208.0,400000,52.0,Argentina1989,0.78,76.637,2670,0
32,1989,0,4,548.0,2105000,26.03,Argentina1989,0.78,76.637,2670,0
32,1989,0,3,462.0,3561000,12.97,Argentina1989,0.78,76.637,2670,1
32,1989,1,5,65.0,622000,10.45,Argentina1989,0.78,76.637,2670,0
32,1989,0,2,219.0,2287000,9.58,Argentina1989,0.78,76.637,2670,2
32,1989,1,4,201.0,2446000,8.22,Argentina1989,0.78,76.637,2670,0
32,1989,0,1,186.0,2575000,7.22,Argentina1989,0.78,76.637,2670,3
32,1989,1,3,166.0,3563000,4.66,Argentina1989,0.78,76.637,2670,1
32,1989,1,2,83.0,2240000,3.71,Argentina1989,0.78,76.637,2670,2
32,1989,1,1,80.0,2509000,3.19,Argentina1989,0.78,76.637,2670,3
32,1989,0,0,18.0,3245000,0.55,Argentina1989,0.78,76.637,2670,3
32,1989,1,0,11.0,3149000,0.35,Argentina1989,0.78,76.637,2670,3
32,1990,0,5,226.0,411100,54.97,Argentina1990,0.705,141.352,4859,0
32,1990,0,4,502.0,2128000,23.59,Argentina1990,0.705,141.352,4859,0
32,1990,0,3,439.0,3619000,12.13,Argentina1990,0.705,141.352,4859,1
32,1990,1,5,61.0,643000,9.49,Argentina1990,0.705,141.352,4859,0
32,1990,0,2,182.0,2297000,7.92,Argentina1990,0.705,141.352,4859,2
32,1990,1,4,190.0,2477000,7.67,Argentina1990,0.705,141.352,4859,0
32,1990,0,1,174.0,2635000,6.6,Argentina1990,0.705,141.352,4859,3
32,1990,1,3,163.0,3622000,4.5,Argentina1990,0.705,141.352,4859,1
32,1990,1,1,91.0,2568000,3.54,Argentina1990,0.705,141.352,4859,3
32,1990,1,2,76.0,2251000,3.38,Argentina1990,0.705,141.352,4859,2
32,1990,0,0,22.0,3269000,0.67,Argentina1990,0.705,141.352,4859,3
32,1990,1,0,14.0,3171000,0.44,Argentina1990,0.705,141.352,4859,3
32,1991,0,5,184.0,396000,46.46,Argentina1991,0.78,189.72,6404,0
32,1991,0,4,449.0,2130000,21.08,Argentina1991,0.78,189.72,6404,1
32,1991,0,3,398.0,3580000,11.12,Argentina1991,0.78,189.72,6404,2
32,1991,0,2,214.0,2277000,9.4,Argentina1991,0.78,189.72,6404,2
32,1991,1,5,50.0,658000,7.6,Argentina1991,0.78,189.72,6404,0
32,1991,1,4,169.0,2508000,6.74,Argentina1991,0.78,189.72,6404,1
32,1991,0,1,179.0,2738000,6.54,Argentina1991,0.78,189.72,6404,3
32,1991,1,3,133.0,3691000,3.6,Argentina1991,0.78,189.72,6404,2
32,1991,1,2,77.0,2310000,3.33,Argentina1991,0.78,189.72,6404,2
32,1991,1,1,61.0,2689000,2.27,Argentina1991,0.78,189.72,6404,3
32,1991,0,0,28.0,3369000,0.83,Argentina1991,0.78,189.72,6404,4
32,1991,1,0,9.0,3277000,0.27,Argentina1991,0.78,189.72,6404,4
32,1992,0,5,194.0,404900,47.91,Argentina1992,0.78,228.789,7615,0
32,1992,0,4,500.0,2150500,23.25,Argentina1992,0.78,228.789,7615,1
32,1992,0,3,488.0,3616600,13.49,Argentina1992,0.78,228.789,7615,2
32,1992,0,2,227.0,2306200,9.84,Argentina1992,0.78,228.789,7615,2
32,1992,0,1,249.0,2834100,8.79,Argentina1992,0.78,228.789,7615,3
32,1992,1,5,46.0,678000,6.78,Argentina1992,0.78,228.789,7615,0
